Year, Week, Age Group,A (H1),A (Unable to Subtype),A (H3),A (H1N1)pdm09,A (Subtyping not Performed),B (Victoria Lineage),B (Yamagata Lineage),B (Lineage Unspecified),H3N2v
2010,7,0-4 yr,0,0,0,29,1,0,0,2,0
2010,8,0-4 yr,0,0,1,40,1,0,0,0,0
2010,9,0-4 yr,0,0,0,24,2,0,0,1,0
2010,10,0-4 yr,0,0,0,37,1,0,0,1,0
2010,11,0-4 yr,0,0,0,43,0,0,0,0,0
2010,12,0-4 yr,0,0,0,16,0,0,0,0,0
2010,13,0-4 yr,0,0,0,16,0,0,0,0,0
2010,14,0-4 yr,0,0,0,7,0,0,0,0,0
2010,15,0-4 yr,0,0,0,3,0,0,0,0,0
2010,16,0-4 yr,0,0,1,3,0,0,0,0,0
2010,17,0-4 yr,0,0,0,1,0,0,0,0,0
2010,18,0-4 yr,0,0,0,0,0,0,0,0,0
2010,19,0-4 yr,0,0,0,0,0,0,0,0,0
2010,20,0-4 yr,0,1,0,0,0,0,0,0,0
2010,21,0-4 yr,0,0,0,0,0,0,0,0,0
2010,22,0-4 yr,0,0,0,0,0,0,0,0,0
2010,23,0-4 yr,0,0,1,0,0,0,0,1,0
2010,24,0-4 yr,0,0,2,0,0,0,0,0,0
2010,25,0-4 yr,0,0,1,0,0,0,0,0,0
2010,26,0-4 yr,0,0,0,0,0,0,0,0,0
2010,27,0-4 yr,0,0,0,0,0,0,0,0,0
2010,28,0-4 yr,0,0,1,0,0,0,0,0,0
2010,29,0-4 yr,0,0,0,0,0,0,0,0,0
2010,30,0-4 yr,0,0,1,0,0,0,0,0,0
2010,31,0-4 yr,0,0,2,0,0,0,0,0,0
2010,32,0-4 yr,0,0,1,0,0,0,0,0,0
2010,33,0-4 yr,0,0,1,0,0,0,0,0,0
2010,34,0-4 yr,0,0,2,0,0,0,0,2,0
2010,35,0-4 yr,0,0,2,0,0,0,0,0,0
2010,36,0-4 yr,0,0,5,3,0,0,0,1,0
2010,37,0-4 yr,1,0,3,0,0,0,0,0,0
2010,38,0-4 yr,0,0,8,0,1,0,0,1,0
2010,39,0-4 yr,0,0,3,0,0,0,0,1,0
2009,40,5-24 yr,3,11,5,1064,49,0,0,1,0
2009,41,5-24 yr,3,3,4,1189,19,0,0,3,0
2009,42,5-24 yr,1,4,0,1284,33,0,0,1,0
2009,43,5-24 yr,0,13,2,1431,40,0,0,2,0
2009,44,5-24 yr,2,13,2,1952,42,0,0,1,0
2009,45,5-24 yr,0,8,1,2841,95,0,0,6,0
2009,46,5-24 yr,0,4,0,3200,138,0,0,5,0
2009,47,5-24 yr,2,5,2,3464,111,0,0,9,0
2009,48,5-24 yr,0,12,2,2411,83,0,0,1,0
2009,49,5-24 yr,1,5,1,1900,57,0,0,4,0
2009,50,5-24 yr,1,3,0,1374,32,0,0,3,0
2009,51,5-24 yr,0,5,0,729,18,0,0,2,0
2009,52,5-24 yr,1,2,1,332,11,0,0,0,0
2009,53,5-24 yr,0,2,0,230,11,0,0,1,0
2009,54,5-24 yr,0,0,1,142,7,0,0,0,0
2009,55,5-24 yr,0,2,0,131,6,0,0,3,0
2009,56,5-24 yr,0,0,0,69,0,0,0,0,0
2009,57,5-24 yr,0,1,0,62,0,0,0,0,0
2010,1,5-24 yr,0,1,0,69,1,0,0,1,0
2010,2,5-24 yr,0,1,0,76,1,0,0,2,0
2010,3,5-24 yr,0,1,0,115,1,0,0,0,0
2010,4,5-24 yr,0,0,1,106,3,0,0,2,0
2010,5,5-24 yr,0,0,0,127,2,0,0,1,0
2010,6,5-24 yr,0,0,0,96,1,0,0,4,0
2010,7,5-24 yr,0,0,0,89,1,0,0,1,0
2010,8,5-24 yr,0,0,0,119,1,0,0,0,0
2010,9,5-24 yr,0,0,0,114,1,0,0,0,0
2010,10,5-24 yr,0,0,0,138,0,0,0,2,0
2010,11,5-24 yr,0,0,0,72,3,0,0,0,0
2010,12,5-24 yr,0,0,0,65,0,0,0,2,0
2010,13,5-24 yr,0,0,1,50,0,0,0,1,0
2010,14,5-24 yr,0,0,0,35,0,0,0,1,0
2010,15,5-24 yr,0,0,1,17,1,0,0,4,0
2010,16,5-24 yr,0,0,0,7,0,0,0,9,0
2010,17,5-24 yr,0,0,0,5,0,0,0,2,0
2010,18,5-24 yr,0,0,0,7,0,0,0,1,0
2010,19,5-24 yr,0,0,0,2,0,0,0,1,0
2010,20,5-24 yr,0,0,0,3,0,0,0,2,0
2010,21,5-24 yr,0,0,0,0,0,0,0,1,0
2010,22,5-24 yr,0,0,0,1,0,0,0,1,0
2010,23,5-24 yr,0,0,0,0,0,0,0,0,0
2010,24,5-24 yr,0,0,1,0,0,0,0,1,0
2010,25,5-24 yr,0,0,0,1,0,0,0,0,0
2010,26,5-24 yr,0,0,0,0,0,0,0,0,0
2010,27,5-24 yr,0,0,2,0,0,0,0,0,0
2010,28,5-24 yr,0,0,3,1,0,0,0,0,0
2010,29,5-24 yr,0,0,1,3,0,0,0,1,0
2010,30,5-24 yr,0,0,2,0,1,0,0,1,0
2010,31,5-24 yr,0,0,2,0,0,0,0,0,0
2010,32,5-24 yr,0,0,0,4,0,0,0,8,0
2010,33,5-24 yr,0,0,2,0,0,0,0,0,0
2010,34,5-24 yr,0,0,2,6,0,0,0,1,0
2010,35,5-24 yr,0,0,2,1,0,0,0,1,0
2010,36,5-24 yr,0,0,3,4,0,0,0,2,0
2010,37,5-24 yr,0,0,3,2,0,0,0,5,0
2010,38,5-24 yr,0,0,6,0,0,0,0,6,0
2010,39,5-24 yr,0,0,5,0,0,0,0,3,0
2009,40,25-64 yr,4,5,6,343,11,0,0,0,0
2009,41,25-64 yr,1,3,0,422,14,0,0,2,0
2009,42,25-64 yr,2,4,1,640,17,0,0,0,0
2009,43,25-64 yr,1,11,3,640,9,0,0,0,0
2009,44,25-64 yr,2,11,0,806,22,0,0,0,0
2009,45,25-64 yr,0,10,1,1406,41,0,0,0,0
2009,46,25-64 yr,0,10,0,1976,92,0,0,1,0
2009,47,25-64 yr,0,18,1,2394,126,0,0,4,0
2009,48,25-64 yr,1,18,0,2030,121,0,0,1,0
2009,49,25-64 yr,1,13,0,1692,84,0,0,7,0
2009,50,25-64 yr,1,11,1,1432,39,0,0,1,0
2009,51,25-64 yr,0,14,0,935,25,0,0,0,0
2009,52,25-64 yr,0,6,1,525,19,0,0,0,0
2009,53,25-64 yr,0,6,0,354,15,0,0,0,0
2009,54,25-64 yr,1,6,1,235,5,0,0,0,0
2009,55,25-64 yr,0,1,1,154,7,0,0,1,0
2009,56,25-64 yr,0,1,0,82,5,0,0,0,0
2009,57,25-64 yr,0,0,0,123,2,0,0,3,0
2010,1,25-64 yr,0,2,0,108,5,0,0,2,0
2010,2,25-64 yr,1,1,1,96,3,0,0,2,0
2010,3,25-64 yr,0,1,0,97,0,0,0,0,0
2010,4,25-64 yr,0,0,0,79,0,0,0,1,0
2010,5,25-64 yr,0,0,0,96,3,0,0,2,0
2010,6,25-64 yr,1,0,0,82,2,0,0,0,0
2010,7,25-64 yr,0,0,0,95,2,0,0,1,0
2010,8,25-64 yr,0,0,0,124,2,0,0,0,0
2010,9,25-64 yr,0,0,0,125,2,0,0,0,0
2010,10,25-64 yr,0,0,0,131,4,0,0,3,0
2010,11,25-64 yr,0,0,0,109,4,0,0,0,0
2010,12,25-64 yr,0,0,1,69,1,0,0,2,0
2010,13,25-64 yr,0,0,0,68,1,0,0,0,0
2010,14,25-64 yr,0,0,0,45,3,0,0,0,0
2010,15,25-64 yr,0,0,1,22,0,0,0,2,0
2010,16,25-64 yr,0,0,1,5,0,0,0,0,0
2010,17,25-64 yr,0,0,0,7,0,0,0,0,0
2010,18,25-64 yr,0,0,1,10,0,0,0,1,0
2010,19,25-64 yr,0,0,2,3,0,0,0,2,0
2010,20,25-64 yr,0,0,0,1,0,0,0,0,0
2010,21,25-64 yr,0,0,0,0,0,0,0,0,0
2010,22,25-64 yr,0,0,0,2,0,0,0,1,0
2010,23,25-64 yr,0,0,0,1,0,0,0,1,0
2010,24,25-64 yr,0,0,0,1,0,0,0,0,0
2010,25,25-64 yr,0,0,3,2,0,0,0,0,0
2010,26,25-64 yr,0,0,1,1,0,0,0,0,0
2010,27,25-64 yr,0,0,1,1,0,0,0,0,0
2010,28,25-64 yr,0,0,3,0,0,0,0,0,0
2010,29,25-64 yr,0,0,0,0,0,0,0,2,0
2010,30,25-64 yr,0,0,5,1,0,0,0,1,0
2010,31,25-64 yr,0,0,3,3,0,0,0,1,0
2010,32,25-64 yr,0,0,3,3,1,0,0,0,0
2010,33,25-64 yr,0,0,2,1,0,0,0,0,0
2010,34,25-64 yr,0,0,7,2,0,0,0,1,0
2010,35,25-64 yr,0,0,4,5,0,0,0,0,0
2010,36,25-64 yr,0,0,5,1,0,0,0,0,0
2010,37,25-64 yr,0,0,16,3,0,0,0,0,0
2010,38,25-64 yr,0,0,13,0,1,0,0,1,0
2010,39,25-64 yr,0,0,6,2,0,0,0,3,0
2009,40,65+ yr,1,1,0,17,2,0,0,0,0
2009,41,65+ yr,0,1,0,33,1,0,0,0,0
2009,42,65+ yr,0,1,0,54,2,0,0,0,0
2009,43,65+ yr,0,0,1,38,1,0,0,0,0
2009,44,65+ yr,2,0,1,77,1,0,0,1,0
2009,45,65+ yr,0,0,0,130,4,0,0,0,0
2009,46,65+ yr,0,1,0,292,12,0,0,0,0
2009,47,65+ yr,1,1,1,275,12,0,0,0,0
2009,48,65+ yr,0,3,0,354,19,0,0,1,0
2009,49,65+ yr,0,2,1,226,5,0,0,1,0
2009,50,65+ yr,0,4,0,189,8,0,0,0,0
2009,51,65+ yr,0,2,0,213,8,0,0,0,0
2009,52,65+ yr,0,1,0,126,6,0,0,0,0
2009,53,65+ yr,0,1,0,61,4,0,0,0,0
2009,54,65+ yr,0,0,1,36,2,0,0,0,0
2009,55,65+ yr,0,1,2,28,1,0,0,0,0
2009,56,65+ yr,0,0,0,13,1,0,0,0,0
2009,57,65+ yr,0,0,1,17,2,0,0,1,0
2010,1,65+ yr,0,0,1,11,3,0,0,0,0
2010,2,65+ yr,0,0,1,7,1,0,0,0,0
2010,3,65+ yr,0,0,0,7,1,0,0,0,0
2010,4,65+ yr,0,0,2,6,1,0,0,0,0
2010,5,65+ yr,0,0,0,5,0,0,0,0,0
2010,6,65+ yr,0,0,0,10,1,0,0,0,0
2010,7,65+ yr,0,0,0,7,1,0,0,2,0
2010,8,65+ yr,0,0,0,10,0,0,0,1,0
2010,9,65+ yr,0,0,0,11,0,0,0,0,0
2010,10,65+ yr,0,0,0,8,1,0,0,0,0
2010,11,65+ yr,0,0,0,10,1,0,0,0,0
2010,12,65+ yr,0,0,0,5,1,0,0,0,0
2010,13,65+ yr,0,0,0,11,0,0,0,0,0
2010,14,65+ yr,0,0,1,3,2,0,0,0,0
2010,15,65+ yr,0,0,0,0,0,0,0,0,0
2010,16,65+ yr,0,0,0,1,0,0,0,2,0
2010,17,65+ yr,0,0,0,0,0,0,0,0,0
2010,18,65+ yr,0,0,0,0,0,0,0,0,0
2010,19,65+ yr,0,0,0,0,0,0,0,0,0
2010,20,65+ yr,0,0,1,0,0,0,0,0,0
2010,21,65+ yr,0,0,0,0,0,0,0,1,0
2010,22,65+ yr,0,0,0,0,0,0,0,0,0
2010,23,65+ yr,0,0,0,0,0,0,0,0,0
2010,24,65+ yr,0,0,0,0,0,0,0,0,0
2010,25,65+ yr,0,0,0,0,0,0,0,0,0
2010,26,65+ yr,0,0,0,0,0,0,0,0,0
2010,27,65+ yr,0,0,1,0,0,0,0,0,0
2010,28,65+ yr,0,0,0,0,0,0,0,0,0
2010,29,65+ yr,0,0,1,0,0,0,0,0,0
2010,30,65+ yr,0,0,4,0,0,0,0,0,0
2010,31,65+ yr,0,0,1,1,0,0,0,0,0
2010,32,65+ yr,0,0,5,0,0,0,0,0,0
2010,33,65+ yr,0,0,3,1,0,0,0,0,0
2010,34,65+ yr,0,0,4,0,0,0,0,0,0
2010,35,65+ yr,0,0,4,0,0,0,0,0,0
2010,36,65+ yr,0,0,1,0,0,0,0,0,0
2010,37,65+ yr,0,0,5,0,0,0,0,0,0
2010,38,65+ yr,0,0,2,0,1,0,0,0,0
2010,39,65+ yr,0,0,2,0,0,0,0,1,0
2008,40,0-4 yr,1,0,0,0,0,0,0,1,0
2008,41,0-4 yr,2,0,3,0,1,0,0,1,0
2008,42,0-4 yr,1,0,0,0,0,0,0,1,0
2008,43,0-4 yr,5,0,0,0,0,0,0,0,0
2008,44,0-4 yr,9,0,0,0,0,0,0,0,0
2008,45,0-4 yr,5,0,1,0,0,0,0,1,0
2008,46,0-4 yr,3,0,1,0,0,0,0,0,0
2008,47,0-4 yr,6,0,0,0,0,0,0,5,0
2008,48,0-4 yr,8,0,0,0,0,0,0,2,0
2009,1,0-4 yr,11,0,1,0,0,0,0,1,0
2009,2,0-4 yr,12,0,1,0,0,0,0,1,0
2009,3,0-4 yr,15,0,1,0,0,0,0,1,0
2009,4,0-4 yr,11,0,3,0,3,0,0,3,0
2009,5,0-4 yr,16,0,1,0,2,0,0,7,0
2009,6,0-4 yr,22,0,3,0,6,0,0,5,0
2009,7,0-4 yr,39,0,4,0,9,0,0,3,0
2009,8,0-4 yr,40,0,7,0,7,0,0,10,0
2009,9,0-4 yr,74,0,9,0,10,0,0,12,0
2009,10,0-4 yr,83,0,9,0,7,0,0,18,0
2009,11,0-4 yr,116,0,9,0,8,0,0,27,0
2009,12,0-4 yr,137,1,8,0,11,0,0,41,0
2009,13,0-4 yr,116,0,10,0,20,0,0,58,0
2009,14,0-4 yr,82,0,10,0,10,0,0,66,0
2009,15,0-4 yr,49,0,12,0,7,0,0,66,0
2009,16,0-4 yr,69,0,9,0,3,0,0,60,0
2009,17,0-4 yr,45,0,8,0,2,0,0,43,0
2009,18,0-4 yr,22,0,5,0,2,0,0,49,0
2009,19,0-4 yr,18,0,8,0,0,0,0,30,0
2009,20,0-4 yr,2,0,9,0,0,0,0,20,0
2009,21,0-4 yr,17,0,15,0,3,0,0,9,0
2009,22,0-4 yr,95,33,128,119,15,0,0,63,0
2009,23,0-4 yr,62,41,110,247,28,0,0,37,0
2009,24,0-4 yr,16,1,39,154,29,0,0,9,0
2009,25,0-4 yr,5,3,30,273,53,0,0,12,0
2009,26,0-4 yr,5,2,45,340,50,0,0,4,0
2009,27,0-4 yr,3,1,57,437,31,0,0,0,0
2009,28,0-4 yr,1,1,26,463,22,0,0,3,0
2009,29,0-4 yr,0,3,18,514,27,0,0,1,0
2009,30,0-4 yr,0,3,22,389,7,0,0,0,0
2009,31,0-4 yr,0,3,19,331,7,0,0,0,0
2009,32,0-4 yr,0,1,11,400,2,0,0,0,0
2009,33,0-4 yr,0,3,4,353,3,0,0,0,0
2009,34,0-4 yr,1,0,5,304,2,0,0,0,0
2009,35,0-4 yr,0,1,2,308,2,0,0,0,0
2009,36,0-4 yr,2,2,1,193,20,0,0,0,0
2009,37,0-4 yr,1,0,1,191,0,0,0,0,0
2009,38,0-4 yr,2,0,2,207,0,0,0,0,0
2009,39,0-4 yr,0,1,2,170,3,0,0,1,0
2008,40,5-24 yr,2,0,0,0,0,0,0,0,0
2008,41,5-24 yr,2,0,1,0,0,0,0,0,0
2008,42,5-24 yr,7,0,1,0,1,0,0,2,0
2008,43,5-24 yr,13,0,0,0,0,0,0,4,0
2008,44,5-24 yr,3,0,1,0,0,0,0,2,0
2008,45,5-24 yr,19,0,1,0,0,0,0,0,0
2008,46,5-24 yr,16,0,1,0,0,0,0,2,0
2008,47,5-24 yr,15,0,0,0,0,0,0,5,0
2008,48,5-24 yr,28,0,0,0,0,0,0,4,0
2009,1,5-24 yr,22,0,1,0,1,0,0,1,0
2009,2,5-24 yr,33,0,3,0,0,0,0,2,0
2009,3,5-24 yr,33,0,9,0,1,0,0,10,0
2009,4,5-24 yr,33,0,1,0,1,0,0,7,0
2009,5,5-24 yr,38,0,3,0,2,0,0,6,0
2009,6,5-24 yr,69,0,12,0,2,0,0,11,0
2009,7,5-24 yr,86,0,8,0,17,0,0,21,0
2009,8,5-24 yr,190,0,23,0,18,0,0,55,0
2009,9,5-24 yr,295,0,41,0,24,0,0,116,0
2009,10,5-24 yr,351,0,19,0,23,0,0,231,0
2009,11,5-24 yr,392,0,21,0,34,0,0,312,0
2009,12,5-24 yr,395,0,14,0,28,0,0,281,0
2009,13,5-24 yr,335,0,20,0,40,0,0,383,0
2009,14,5-24 yr,232,0,22,0,27,0,0,384,0
2009,15,5-24 yr,179,0,21,0,12,0,0,288,0
2009,16,5-24 yr,152,0,12,0,6,0,0,241,0
2009,17,5-24 yr,116,0,9,0,4,0,0,189,0
2009,18,5-24 yr,51,0,8,0,5,0,0,131,0
2009,19,5-24 yr,45,0,6,0,1,0,0,83,0
2009,20,5-24 yr,12,0,10,0,2,0,0,60,0
2009,21,5-24 yr,9,1,8,9,37,0,0,33,0
2009,22,5-24 yr,245,85,315,845,108,0,0,299,0
2009,23,5-24 yr,213,25,311,1574,134,0,0,172,0
2009,24,5-24 yr,74,10,76,1083,157,0,0,60,0
2009,25,5-24 yr,26,18,84,1725,233,0,0,30,0
2009,26,5-24 yr,6,11,97,1682,152,0,0,9,0
2009,27,5-24 yr,8,10,163,2017,98,0,0,5,0
2009,28,5-24 yr,7,8,81,2312,68,0,0,2,0
2009,29,5-24 yr,1,9,70,2183,50,0,0,2,0
2009,30,5-24 yr,0,7,17,1316,12,0,0,0,0
2009,31,5-24 yr,1,4,4,941,10,0,0,0,0
2009,32,5-24 yr,0,5,9,1058,5,0,0,1,0
2009,33,5-24 yr,1,10,6,1009,5,0,0,0,0
2009,34,5-24 yr,1,7,0,840,5,0,0,0,0
2009,35,5-24 yr,1,11,4,864,14,0,0,0,0
2009,36,5-24 yr,6,4,3,620,43,0,0,0,0
2009,37,5-24 yr,3,3,2,605,8,0,0,0,0
2009,38,5-24 yr,1,4,6,947,5,0,0,0,0
2009,39,5-24 yr,4,9,4,845,12,0,0,3,0
2008,40,25-64 yr,0,0,0,0,0,0,0,1,0
2008,41,25-64 yr,0,0,0,0,0,0,0,1,0
2008,42,25-64 yr,5,0,2,0,0,0,0,0,0
2008,43,25-64 yr,3,0,0,0,0,0,0,1,0
2008,44,25-64 yr,0,0,2,0,0,0,0,0,0
2008,45,25-64 yr,8,0,0,0,0,0,0,2,0
2008,46,25-64 yr,4,0,0,0,0,0,0,0,0
2008,47,25-64 yr,2,0,1,0,0,0,0,0,0
2008,48,25-64 yr,3,0,0,0,0,0,0,3,0
2009,1,25-64 yr,8,0,2,0,0,0,0,0,0
2009,2,25-64 yr,19,0,4,0,0,0,0,4,0
2009,3,25-64 yr,19,0,7,0,4,0,0,4,0
2009,4,25-64 yr,18,0,8,0,3,0,0,1,0
2009,5,25-64 yr,44,0,12,0,3,0,0,3,0
2009,6,25-64 yr,51,0,15,0,10,0,0,7,0
2009,7,25-64 yr,61,0,13,0,14,0,0,3,0
2009,8,25-64 yr,98,0,10,0,25,0,0,8,0
2009,9,25-64 yr,134,0,21,0,14,0,0,14,0
2009,10,25-64 yr,170,0,16,0,15,0,0,24,0
2009,11,25-64 yr,224,0,24,0,17,0,0,33,0
2009,12,25-64 yr,242,0,25,0,18,0,0,35,0
2009,13,25-64 yr,194,0,18,0,37,0,0,46,0
2009,14,25-64 yr,186,0,22,0,29,0,0,67,0
2009,15,25-64 yr,112,0,19,0,24,0,0,63,0
2009,16,25-64 yr,113,0,29,0,13,0,0,72,0
2009,17,25-64 yr,79,0,20,0,8,0,0,53,0
2009,18,25-64 yr,40,0,12,0,5,0,0,40,0
2009,19,25-64 yr,29,1,10,0,3,0,0,26,0
2009,20,25-64 yr,23,0,7,0,3,0,0,12,0
2009,21,25-64 yr,14,0,8,5,1,0,0,15,0
2009,22,25-64 yr,249,52,290,269,43,0,0,109,0
2009,23,25-64 yr,163,20,221,436,89,0,0,66,0
2009,24,25-64 yr,40,13,71,386,81,0,0,13,0
2009,25,25-64 yr,29,2,79,509,159,0,0,11,0
2009,26,25-64 yr,11,5,72,697,71,0,0,7,0
2009,27,25-64 yr,9,4,144,893,41,0,0,3,0
2009,28,25-64 yr,5,5,96,975,26,0,0,2,0
2009,29,25-64 yr,3,9,83,1116,27,0,0,0,0
2009,30,25-64 yr,1,22,16,874,20,0,0,2,0
2009,31,25-64 yr,12,13,7,658,12,0,0,0,0
2009,32,25-64 yr,1,2,8,740,10,0,0,0,0
2009,33,25-64 yr,1,8,11,613,1,0,0,0,0
2009,34,25-64 yr,1,6,9,585,5,0,0,0,0
2009,35,25-64 yr,2,9,5,534,9,0,0,0,0
2009,36,25-64 yr,2,9,2,345,35,0,0,0,0
2009,37,25-64 yr,4,2,4,344,10,0,0,1,0
2009,38,25-64 yr,6,7,8,343,6,0,0,0,0
2009,39,25-64 yr,1,2,6,348,4,0,0,1,0
2008,40,65+ yr,0,0,0,0,0,0,0,0,0
2008,41,65+ yr,0,0,0,0,0,0,0,0,0
2008,42,65+ yr,0,0,0,0,0,0,0,0,0
2008,43,65+ yr,1,0,0,0,0,0,0,0,0
2008,44,65+ yr,0,0,0,0,0,0,0,0,0
2008,45,65+ yr,0,0,0,0,0,0,0,0,0
2008,46,65+ yr,0,0,0,0,0,0,0,0,0
2008,47,65+ yr,0,0,0,0,0,0,0,1,0
2008,48,65+ yr,1,0,0,0,0,0,0,0,0
2009,1,65+ yr,0,0,1,0,0,0,0,0,0
2009,2,65+ yr,1,0,2,0,0,0,0,0,0
2009,3,65+ yr,3,0,2,0,0,0,0,3,0
2009,4,65+ yr,2,0,2,0,2,0,0,0,0
2009,5,65+ yr,5,0,3,0,0,0,0,1,0
2009,6,65+ yr,3,0,3,0,4,0,0,3,0
2009,7,65+ yr,3,0,0,0,1,0,0,0,0
2009,8,65+ yr,4,0,4,0,1,0,0,0,0
2009,9,65+ yr,6,0,4,0,1,0,0,3,0
2009,10,65+ yr,6,0,6,0,3,0,0,2,0
2009,11,65+ yr,5,0,8,0,4,0,0,4,0
2009,12,65+ yr,13,0,11,0,2,0,0,6,0
2009,13,65+ yr,8,0,6,0,5,0,0,11,0
2009,14,65+ yr,8,0,7,0,4,0,0,10,0
2009,15,65+ yr,13,0,7,0,2,0,0,10,0
2009,16,65+ yr,7,0,11,0,2,0,0,15,0
2009,17,65+ yr,7,0,5,0,1,0,0,9,0
2009,18,65+ yr,3,0,2,0,2,0,0,6,0
2009,19,65+ yr,6,0,11,0,1,0,0,6,0
2009,20,65+ yr,1,0,1,0,1,0,0,3,0
2009,21,65+ yr,1,0,4,0,0,0,0,2,0
2009,22,65+ yr,14,0,60,12,7,0,0,8,0
2009,23,65+ yr,13,1,70,22,20,0,0,9,0
2009,24,65+ yr,6,3,17,19,6,0,0,3,0
2009,25,65+ yr,0,1,25,29,17,0,0,2,0
2009,26,65+ yr,0,0,31,36,5,0,0,0,0
2009,27,65+ yr,0,0,30,46,13,0,0,0,0
2009,28,65+ yr,0,0,34,59,11,0,0,0,0
2009,29,65+ yr,0,0,28,61,4,0,0,1,0
2009,30,65+ yr,0,0,9,63,7,0,0,0,0
2009,31,65+ yr,0,0,8,59,1,0,0,0,0
2009,32,65+ yr,0,1,8,41,0,0,0,0,0
2009,33,65+ yr,0,1,8,47,0,0,0,0,0
2009,34,65+ yr,0,0,2,44,1,0,0,0,0
2009,35,65+ yr,0,0,0,33,0,0,0,0,0
2009,36,65+ yr,0,0,0,20,0,0,0,1,0
2009,37,65+ yr,0,1,0,19,1,0,0,0,0
2009,38,65+ yr,0,0,1,12,1,0,0,0,0
2009,39,65+ yr,0,0,1,24,0,0,0,0,0
2007,40,0-4 yr,8,0,0,0,0,0,0,1,0
2007,41,0-4 yr,3,0,0,0,0,0,0,0,0
2007,42,0-4 yr,4,0,0,0,0,0,0,0,0
2007,43,0-4 yr,3,0,1,0,0,0,0,1,0
2007,44,0-4 yr,5,0,0,0,0,0,0,2,0
2007,45,0-4 yr,3,0,3,0,0,0,0,3,0
2007,46,0-4 yr,8,0,1,0,0,0,0,0,0
2007,47,0-4 yr,9,0,0,0,1,0,0,2,0
2007,48,0-4 yr,8,0,1,0,1,0,0,0,0
2007,49,0-4 yr,10,0,2,0,0,0,0,1,0
2007,50,0-4 yr,7,0,2,0,0,0,0,3,0
2007,51,0-4 yr,12,0,1,0,1,0,0,6,0
2007,52,0-4 yr,13,0,5,0,0,0,0,7,0
2008,1,0-4 yr,21,0,6,0,2,0,0,9,0
2008,2,0-4 yr,21,0,20,0,5,0,0,6,0
2008,3,0-4 yr,29,0,29,0,3,0,0,20,0
2008,4,0-4 yr,33,0,45,0,6,0,0,24,0
2008,5,0-4 yr,33,0,53,0,24,0,0,26,0
2008,6,0-4 yr,28,0,99,0,32,0,0,40,0
2008,7,0-4 yr,33,0,121,0,41,0,0,38,0
2008,8,0-4 yr,47,0,162,0,53,0,0,36,0
2008,9,0-4 yr,24,0,137,0,42,0,0,63,0
2008,10,0-4 yr,22,0,150,0,45,0,0,53,0
2008,11,0-4 yr,13,0,101,0,26,0,0,50,0
2008,12,0-4 yr,14,0,99,0,19,0,0,43,0
2008,13,0-4 yr,2,0,35,0,9,0,0,52,0
2008,14,0-4 yr,4,0,15,0,4,0,0,34,0
2008,15,0-4 yr,2,0,13,0,1,0,0,25,0
2008,16,0-4 yr,0,0,4,0,4,0,0,14,0
2008,17,0-4 yr,3,0,3,0,0,0,0,14,0
2008,18,0-4 yr,0,0,2,0,0,0,0,10,0
2008,19,0-4 yr,0,0,2,0,0,0,0,2,0
2008,20,0-4 yr,0,0,1,0,0,0,0,3,0
2008,21,0-4 yr,0,0,0,0,0,0,0,2,0
2008,22,0-4 yr,0,0,1,0,0,0,0,1,0
2008,23,0-4 yr,0,0,0,0,0,0,0,0,0
2008,24,0-4 yr,0,0,0,0,0,0,0,2,0
2008,25,0-4 yr,0,0,0,0,0,0,0,1,0
2008,26,0-4 yr,0,0,0,0,0,0,0,2,0
2008,27,0-4 yr,0,0,0,0,0,0,0,2,0
2008,28,0-4 yr,0,0,1,0,0,0,0,1,0
2008,29,0-4 yr,0,0,0,0,0,0,0,0,0
2008,30,0-4 yr,0,0,2,0,0,0,0,0,0
2008,31,0-4 yr,0,0,1,0,0,0,0,1,0
2008,32,0-4 yr,0,0,0,0,0,0,0,0,0
2008,33,0-4 yr,0,0,0,0,0,0,0,1,0
2008,34,0-4 yr,0,0,0,0,0,0,0,0,0
2008,35,0-4 yr,0,0,0,0,0,0,0,0,0
2008,36,0-4 yr,0,0,0,0,0,0,0,0,0
2008,37,0-4 yr,0,0,0,0,0,0,0,0,0
2008,38,0-4 yr,1,0,2,0,0,0,0,0,0
2008,39,0-4 yr,0,0,0,0,0,0,0,0,0
2007,40,5-24 yr,8,0,0,0,2,0,0,1,0
2007,41,5-24 yr,15,0,2,0,0,0,0,0,0
2007,42,5-24 yr,8,0,1,0,0,0,0,0,0
2007,43,5-24 yr,8,0,1,0,1,0,0,1,0
2007,44,5-24 yr,3,0,0,0,0,0,0,3,0
2007,45,5-24 yr,9,0,4,0,0,0,0,2,0
2007,46,5-24 yr,11,0,4,0,1,0,0,0,0
2007,47,5-24 yr,11,0,1,0,1,0,0,3,0
2007,48,5-24 yr,16,0,5,0,2,0,0,1,0
2007,49,5-24 yr,14,0,3,0,0,0,0,6,0
2007,50,5-24 yr,23,0,6,0,2,0,0,7,0
2007,51,5-24 yr,27,0,12,0,4,0,0,11,0
2007,52,5-24 yr,36,0,8,0,1,0,0,12,0
2008,1,5-24 yr,33,0,18,0,3,0,0,7,0
2008,2,5-24 yr,57,0,48,0,8,0,0,14,0
2008,3,5-24 yr,84,0,100,0,5,0,0,24,0
2008,4,5-24 yr,92,0,189,0,22,0,0,45,0
2008,5,5-24 yr,121,0,310,0,68,0,0,65,0
